GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_INT,VISIT_AREA_NM,DGSTFN
여,40.0,5,3,2,1,2,5,6,7,8,0.0,12,지동벽화마을,3.0
남,40.0,3,3,3,3,3,4,3,6,7,0.0,1,현대프리미엄아울렛 김포점,1.0
여,40.0,1,1,1,3,1,1,4,4,1,7.0,3,덕수궁돌담길,5.0
여,50.0,1,2,1,2,6,2,6,7,2,1.0,3,한우강국,4.0
여,30.0,6,2,2,4,6,4,2,4,3,2.0,2,해우재,3.0
여,30.0,4,5,4,6,5,5,5,4,3,1.0,2,광주송정역,4.0
남,50.0,2,4,4,4,4,4,5,4,2,2.0,3,맘스터치 성수역점,5.0
여,30.0,4,7,4,4,4,6,1,5,1,0.0,2,망원식당,3.0
여,40.0,3,2,5,4,3,5,2,5,3,3.0,22,명진일식,5.0
남,40.0,3,3,2,4,2,4,2,4,3,3.0,3,동두천유아숲체험원,5.0
남,50.0,1,1,1,4,4,4,4,6,3,2.0,4,리움 하우스웨딩,4.0
여,30.0,6,1,2,6,7,6,1,6,1,1.0,26,옵스 인천롯데점,5.0
여,20.0,3,1,2,4,4,4,4,3,3,1.0,2,파라다이스시티,3.0
여,30.0,5,3,5,2,3,5,2,6,3,1.0,1,감악산,5.0
남,30.0,2,1,4,5,3,5,6,3,3,7.0,5,팜비치펜션,4.0
여,30.0,1,1,1,1,4,1,4,4,9,3.0,6,호텔르오,5.0
남,20.0,3,2,3,2,2,5,3,6,3,1.0,21,가평가보자순대국밥,4.0
남,20.0,1,1,1,1,1,5,3,1,2,0.0,3,수원화성 서장대,4.0
여,60.0,4,6,2,1,6,6,6,6,9,1.0,1,김해국제공항 국내선청사,4.0
여,50.0,7,1,1,4,1,3,7,1,7,2.0,1,상암문화광장,5.0
여,20.0,2,2,1,5,3,3,2,7,1,0.0,3,사맛디커피실록,5.0
여,30.0,1,1,4,1,1,4,3,7,5,0.0,24,을지 장만옥,5.0
여,20.0,1,1,7,1,1,1,7,1,1,0.0,23,카페 하이웨이스트 익선점,5.0
여,20.0,4,1,4,6,7,4,2,6,1,3.0,2,KFC 용인에버랜드점,5.0
여,40.0,2,4,1,4,2,2,3,5,1,0.0,3,화성행궁,5.0
여,30.0,3,2,2,4,5,5,2,6,8,2.0,2,달문식당,5.0
여,40.0,4,6,7,4,2,7,5,3,1,3.0,3,호텔푸르미르,5.0
남,20.0,4,1,1,4,4,2,3,7,1,1.0,12,청계천,5.0
남,30.0,2,4,6,6,1,2,6,2,1,0.0,3,덕수궁 석조전대한제국역사관,5.0
여,30.0,4,2,4,5,4,1,3,2,8,2.0,6,몽크스부처,5.0
남,20.0,3,2,2,1,4,2,3,6,3,1.0,1,네스트,4.0
남,20.0,7,3,2,3,4,5,4,4,2,1.0,1,다이소 송도트리플스트리트점,5.0
여,20.0,5,2,2,2,4,3,5,3,1,1.0,23,아공관,4.0
여,20.0,5,1,1,3,7,1,6,6,1,1.0,6,인천향교,5.0
여,30.0,3,2,2,3,3,4,5,4,3,2.0,2,GS25 곤지암리조트점,5.0
남,20.0,3,2,2,6,2,3,5,6,3,1.0,2,라마다용인호텔,5.0
남,30.0,3,4,3,2,2,5,6,3,3,2.0,11,북한산국립공원,5.0
여,20.0,2,1,2,4,4,2,5,6,1,3.0,6,원조이모네곱창,5.0
여,20.0,2,1,2,1,1,3,6,7,5,3.0,25,퀸스타운애견펜션,3.0
여,20.0,4,1,1,4,4,7,1,7,3,1.0,3,익선애뜻,5.0
여,20.0,1,2,2,4,5,6,2,6,2,1.0,3,회암사지박물관,4.0
여,30.0,4,1,1,1,6,4,1,4,3,3.0,5,중랑장미공원,5.0
남,40.0,4,4,4,4,4,4,4,4,3,4.0,1,만다린,5.0
남,30.0,7,1,4,2,1,4,6,7,2,1.0,7,엔젤코인노래연습장 건대점,5.0
여,50.0,1,1,1,1,1,4,1,6,1,3.0,24,소노휴양평 빠띠오,3.0
남,30.0,2,1,1,1,2,1,4,6,2,4.0,5,화목칼국수,4.0
여,50.0,7,1,1,4,1,3,7,1,7,2.0,1,성수동수제화거리,5.0
남,20.0,5,2,4,3,5,4,6,4,1,1.0,1,현대썬앤빌오피스텔,4.0
여,20.0,2,5,1,2,4,5,3,5,1,1.0,22,흥부네돈잔치,5.0
여,30.0,5,3,5,2,4,2,1,5,1,1.0,9,가비가배,4.0
여,20.0,2,3,2,3,4,4,6,5,3,5.0,1,공릉동닭 한마리 호평점,4.0
여,40.0,7,1,4,1,4,4,1,7,1,3.0,1,비스타워커힐 서울,5.0
여,20.0,5,1,1,2,4,1,7,7,1,1.0,7,단백하루,4.0
남,20.0,6,2,2,2,2,6,6,7,2,0.0,11,라이크시즌,4.0
여,20.0,4,1,1,4,4,7,1,7,3,1.0,3,그랑핸드 도산,4.0
여,20.0,2,3,2,6,4,6,5,5,3,1.0,4,김포국제공항 국내선,5.0
여,40.0,2,4,2,1,1,4,1,1,1,3.0,22,포도밭할머니칼국수전문점,1.0
여,30.0,2,6,1,2,2,2,6,6,1,1.0,9,쏠하우스,4.0
남,20.0,6,3,6,6,2,6,1,3,8,0.0,21,수진가든,4.0
여,50.0,2,2,2,2,2,2,3,7,2,1.0,1,루아르커피바 망원,5.0
여,30.0,2,2,1,6,7,6,2,7,3,3.0,21,카페더스페이스,5.0
남,40.0,1,2,1,6,7,1,1,7,4,0.0,28,운악산(현등산),4.0
여,40.0,3,5,4,6,4,3,5,3,8,0.0,3,국립중앙박물관,4.0
여,30.0,2,6,1,2,2,2,6,6,1,1.0,9,순두부젤라또 1호점,3.0
여,20.0,3,2,5,2,3,2,6,3,1,1.0,6,다만프레르 SFC점,5.0
여,20.0,4,3,4,2,3,4,3,5,2,0.0,23,경의선책거리,4.0
여,30.0,1,3,1,3,4,4,5,4,1,7.0,5,북한강 포시즌 수상레저,4.0
남,20.0,6,6,3,4,6,3,6,3,5,0.0,3,창덕궁,5.0
여,40.0,2,5,2,6,5,4,3,7,7,1.0,9,금촌통일시장,3.0
남,50.0,1,1,6,1,1,6,3,4,1,1.0,26,꼬꼬오리주물럭,5.0
여,20.0,1,1,1,2,2,1,4,1,1,1.0,1,스타필드 안성,3.0
남,40.0,4,5,4,1,1,5,6,6,3,1.0,24,두산벤처다임,3.0
남,20.0,6,1,4,2,2,4,7,7,4,0.0,1,서울고속버스터미널(경부),4.0
여,30.0,1,1,7,5,1,1,5,2,10,1.0,4,이집트경양식,2.0
여,20.0,2,1,1,6,6,6,6,5,1,1.0,4,스타벅스 신사가로수점,5.0
남,20.0,4,2,3,4,4,2,6,3,1,0.0,1,델리카한스 롯데호텔서울,4.0
여,20.0,6,1,2,5,7,7,1,7,5,4.0,1,이마트트레이더스 스타필드하남점,5.0
여,30.0,4,3,1,4,6,4,7,4,1,0.0,9,장도포대지,4.0
여,30.0,4,1,4,4,1,4,7,4,7,1.0,2,금복주류 강남역점,4.0
여,60.0,4,1,6,3,4,3,7,1,2,0.0,9,짬뽕타운 과천중앙점,4.0
여,20.0,6,4,4,4,6,3,7,1,3,1.0,1,송도센트럴파크호텔,4.0
남,30.0,1,1,1,2,1,4,4,3,1,1.0,2,부천제일시장,5.0
여,20.0,3,2,1,1,4,6,2,7,2,0.0,9,담하,4.0
여,20.0,2,2,3,3,3,5,3,6,1,1.0,6,백남준아트센터,5.0
남,20.0,2,1,1,2,4,2,1,4,8,1.0,6,오름,4.0
여,40.0,4,1,3,1,4,2,6,6,1,0.0,6,하늘능선근린공원,3.0
여,30.0,4,1,4,1,4,4,3,7,2,3.0,22,호텔이쁘다,5.0
남,30.0,1,1,1,2,2,1,5,7,8,1.0,6,국립현대미술관 서울관,5.0
남,40.0,6,6,6,5,6,6,6,2,2,4.0,6,유리섬박물관,5.0
여,20.0,6,6,1,5,6,4,2,7,2,0.0,6,챕터원 한남,4.0
남,30.0,2,3,3,5,3,5,2,5,7,0.0,6,멜로워 성수플래그쉽,5.0
여,30.0,3,1,2,5,2,2,1,6,1,1.0,2,인천스테이호텔,5.0
남,20.0,2,2,2,2,6,6,2,6,9,1.0,23,우나기강,5.0
여,30.0,4,4,4,2,2,4,4,1,3,3.0,1,스타벅스 무교로점,4.0
여,40.0,1,7,5,5,1,5,1,7,6,0.0,5,딱좋아고기 동탄라크몽점,5.0
여,20.0,6,1,3,2,4,5,6,7,3,3.0,4,원아베뉴(01AVENUE),5.0
여,20.0,4,6,6,1,2,2,1,5,7,1.0,24,수원역 1호선,5.0
여,20.0,4,1,1,5,5,6,7,6,3,1.0,1,모텔시네마,4.0
남,30.0,3,3,2,2,1,3,3,2,2,2.0,25,웨스턴돔 A동,4.0
여,20.0,5,2,1,2,3,7,3,7,3,3.0,1,성수동 카페거리,4.0
여,60.0,4,4,4,5,4,3,3,4,2,0.0,22,블루힐모텔,3.0
여,30.0,2,4,2,3,4,2,5,6,3,5.0,26,팡팡노래연습장,4.0
남,30.0,7,1,5,3,3,5,6,4,8,0.0,3,창경궁,5.0
남,20.0,4,2,2,4,3,2,7,4,6,0.0,1,논산역,4.0
남,30.0,6,7,6,3,6,6,7,4,2,3.0,23,피자덕후 피자힙,4.0
남,40.0,3,2,5,4,3,5,3,5,2,1.0,1,충목단,5.0
여,30.0,2,1,6,2,4,6,6,2,8,2.0,2,좋은씨앗,5.0
여,20.0,3,2,3,4,3,4,1,7,4,0.0,7,압구정로데오역 수인분당선,4.0
여,30.0,1,1,1,3,3,2,6,6,1,0.0,3,서촌한옥마을,5.0
여,50.0,3,1,1,5,4,4,2,2,3,4.0,3,춘리마라탕 연남동점,5.0
남,50.0,1,4,4,1,6,2,1,7,3,1.0,1,이진상회,4.0
여,30.0,4,2,4,1,4,4,4,6,3,1.0,6,김포국제공항 국내선,3.0
남,30.0,6,2,2,2,2,6,6,6,7,1.0,22,황소가한우곱창&전골,5.0
여,30.0,2,2,5,1,1,4,6,2,3,3.0,8,안양병목안캠핑장,5.0
여,30.0,4,3,2,3,4,3,2,6,3,1.0,1,경복궁,3.0
여,20.0,4,1,1,6,4,5,2,7,5,1.0,6,스타필드 코엑스몰,4.0
여,30.0,4,1,2,2,2,2,1,7,2,0.0,2,곤지암리조트,5.0
남,30.0,4,4,4,4,4,4,4,4,2,1.0,1,센트럴파크호텔 송도점,4.0
여,20.0,2,6,2,1,6,2,1,7,7,0.0,22,태극당 서울역광장점,3.0
여,40.0,2,4,2,3,5,5,2,2,1,0.0,3,독산역 1호선,5.0
여,50.0,1,1,6,6,6,5,4,4,6,0.0,7,팔레드신,1.0
여,20.0,4,1,4,6,2,6,1,2,1,0.0,10,노량진역 9호선,4.0
남,50.0,6,2,4,4,2,5,2,2,2,2.0,12,철원한탄강 주상절리길,2.0
여,40.0,5,1,5,1,1,7,3,4,2,0.0,23,역삼역 2호선,4.0
여,20.0,1,2,1,6,4,3,6,5,4,0.0,28,수락산,5.0
여,30.0,7,4,1,1,2,7,2,7,1,0.0,10,파르나스몰,4.0
남,60.0,1,2,2,4,6,4,7,7,2,1.0,28,운주사,4.0
여,50.0,2,2,5,3,5,6,2,6,3,3.0,3,더현대서울,4.0
남,30.0,4,3,5,3,3,5,3,6,3,1.0,2,108하늘계단,5.0
여,20.0,4,3,1,4,4,5,2,4,3,1.0,6,롯데마트 서울역점,4.0
여,20.0,4,2,1,7,7,5,1,7,2,1.0,4,피자네버슬립,3.0
여,20.0,4,2,4,5,3,5,1,7,2,0.0,6,호텔웨이브,4.0
여,30.0,1,2,1,1,1,1,1,1,7,1.0,11,인천수목원,5.0
남,20.0,7,7,7,3,2,2,6,1,3,1.0,2,롯데마트 김포공항점 명동가츠라,3.0
여,20.0,6,6,1,3,6,6,1,7,5,1.0,22,박승광 최강해물손칼국수 본점,5.0
남,30.0,7,4,6,3,3,5,5,3,3,1.0,6,사토시,4.0
여,50.0,4,4,2,4,4,4,3,5,7,0.0,6,잠실종합운동장,5.0
여,20.0,4,2,4,5,3,5,1,7,2,0.0,6,호텔웨이브,4.0
남,40.0,6,2,4,2,2,4,5,4,2,1.0,23,상동호수공원,5.0
여,20.0,1,5,1,3,2,2,6,1,1,1.0,6,스파오 코엑스몰점,5.0
남,20.0,3,1,4,2,3,4,6,3,1,0.0,2,노브랜드 안성공도점,4.0
남,20.0,7,1,2,2,3,3,6,3,1,1.0,24,수노을중앙공원,5.0
여,50.0,4,2,3,2,2,4,2,6,6,2.0,24,광장시장,3.0
여,30.0,4,2,2,2,2,3,5,3,3,2.0,10,더반올가닉,5.0
여,30.0,5,6,6,5,5,4,4,5,2,1.0,2,곤지암 리조트,4.0
여,20.0,2,1,1,3,3,5,5,5,1,2.0,2,케이힐스더테라스,5.0
여,30.0,4,3,1,4,6,4,7,4,1,0.0,9,소래포구종합어시장,4.0
여,20.0,4,3,3,4,5,5,7,3,1,0.0,6,서울역,5.0
여,20.0,1,3,3,4,1,3,2,4,7,0.0,1,현대프리미엄아울렛 송도점,3.0
남,30.0,1,2,6,6,4,6,6,2,1,0.0,6,SK주유소팝업스토어,4.0
남,30.0,2,1,1,1,1,7,2,7,3,1.0,12,산정호수 빵명장,5.0
여,20.0,1,1,4,5,4,3,7,3,1,1.0,1,남춘천역 경춘선,3.0
여,20.0,1,1,1,6,6,1,1,7,2,1.0,2,카자구루마,5.0
여,30.0,1,1,1,6,5,3,2,6,4,0.0,2,도자기카페 이클림,5.0
여,20.0,1,1,1,4,7,1,7,7,1,1.0,1,크래머리 브루어리,4.0
남,30.0,3,3,3,5,4,2,2,6,1,1.0,3,미사리밀빛초계국수 강남역점,5.0
여,30.0,3,2,1,4,4,5,6,2,8,0.0,3,행궁동벽화마을,3.0
여,20.0,5,4,5,3,2,5,3,6,1,0.0,6,더레퍼런스,3.0
여,30.0,1,4,1,1,1,4,7,7,10,0.0,9,대방역 1호선,4.0
남,20.0,5,3,1,6,5,4,1,5,7,0.0,3,남춘천역,5.0
남,20.0,4,1,1,3,3,4,5,5,7,3.0,4,석촌호수 동호,3.0
여,30.0,7,7,7,1,1,1,1,7,8,0.0,11,비스트로주라,5.0
여,20.0,4,1,1,1,3,6,7,3,5,0.0,1,이마트트레이더스 고양점,5.0
여,60.0,2,3,1,3,4,1,2,2,8,0.0,3,서울 의릉,4.0
남,30.0,2,2,3,2,2,2,3,4,2,1.0,3,국립민속박물관,5.0
남,20.0,2,3,2,6,3,3,5,6,1,1.0,2,춘천시외버스터미널,4.0
여,40.0,1,1,1,1,1,1,7,1,3,11.0,10,로얄엑스 클럽라운지앤베이커리,5.0
여,50.0,3,1,1,5,4,4,2,2,3,4.0,3,안녕인사동,3.0
여,40.0,2,4,2,4,4,4,4,5,3,2.0,4,인천차이나타운,3.0
여,40.0,1,1,4,1,4,4,7,1,3,3.0,23,남산골산채집,5.0
여,20.0,2,1,6,1,1,7,5,7,5,0.0,6,파이프그라운드,4.0
여,30.0,3,3,4,3,3,2,4,3,1,2.0,6,인천차이나타운,4.0
남,30.0,4,3,2,3,3,5,3,4,2,1.0,23,김밥천국 초량점,3.0
남,30.0,5,2,2,4,7,6,6,3,1,0.0,9,이디야커피 용인양지점,5.0
남,20.0,5,2,2,3,3,5,1,4,3,1.0,21,현대프리미엄아울렛 송도점,3.0
여,20.0,3,3,4,4,3,4,3,4,7,0.0,3,이태원클라스촬영지(날개벽화),3.0
여,30.0,5,4,3,3,4,3,2,5,1,0.0,6,햇반 쌀창고 팝업스토어,5.0
남,20.0,4,3,1,4,5,4,2,4,6,0.0,5,동대문종합시장,3.0
여,20.0,2,2,2,2,3,3,2,6,7,0.0,9,뚝섬유원지역 7호선,5.0
여,20.0,4,3,3,2,2,3,6,4,1,0.0,6,오츠커피,5.0
여,20.0,3,1,1,3,4,1,6,5,3,1.0,6,백남준아트센터,4.0
남,50.0,2,2,2,4,6,6,2,2,3,4.0,8,롯데슈퍼 춘천점,5.0
여,20.0,6,2,1,1,1,2,6,7,5,0.0,10,소피텔 앰배서더 서울,5.0
남,50.0,1,4,1,7,4,1,7,1,8,0.0,3,청산짜장,5.0
남,20.0,2,2,2,1,2,1,7,1,1,0.0,23,고속터미널성당,5.0
남,40.0,2,4,3,2,5,5,2,4,3,2.0,23,골든튤립에버 용인호텔,3.0
남,40.0,1,7,1,1,1,1,1,1,4,1.0,1,뮌스터담,4.0
여,40.0,3,1,5,2,4,5,3,7,10,0.0,6,와우힐즈게스트하우스,5.0
여,50.0,1,1,7,1,1,1,7,1,4,0.0,13,서달산,5.0
남,30.0,4,2,3,2,1,3,4,5,8,2.0,11,지지향게스트하우스,2.0
여,30.0,4,3,1,4,6,4,7,4,1,0.0,9,빽투더레트로,3.0
여,30.0,1,1,1,1,1,1,4,7,4,0.0,3,"산천동부군당, 용산성당",5.0
여,40.0,2,4,4,5,4,4,2,2,8,0.0,6,돌담집,4.0
여,40.0,6,2,4,1,7,7,7,2,8,0.0,3,호텔 스카이파크 킹스타운 동대문점,4.0
여,30.0,4,2,5,5,3,5,6,3,9,1.0,2,예술의전당,5.0
남,20.0,4,2,1,3,6,6,1,7,3,1.0,2,김해국제공항,4.0
남,40.0,4,3,3,4,4,4,3,5,7,0.0,4,월미공원,4.0
여,50.0,6,6,4,1,1,4,5,5,5,0.0,1,코엑스,5.0
남,20.0,3,3,4,3,4,5,5,5,3,1.0,3,조개포차,4.0
여,30.0,4,2,4,2,4,6,5,4,7,1.0,10,장어집 본점,3.0
여,20.0,2,1,4,6,4,2,2,6,1,4.0,5,리빙파워센터,5.0
남,50.0,1,1,6,1,1,6,3,4,1,1.0,26,더벤티 김포마송점,4.0
여,20.0,6,1,6,5,5,6,2,2,1,0.0,3,국립현대미술관 서울관,4.0
여,20.0,7,1,2,7,6,6,2,3,2,0.0,26,서울역,4.0
여,20.0,2,1,3,2,2,5,5,1,1,1.0,1,김포한옥마을,4.0
여,20.0,5,4,2,3,6,5,5,7,1,0.0,6,전주시외버스공용터미널,4.0
여,40.0,1,1,1,3,1,1,4,4,1,7.0,3,광화문광장지하,5.0
여,30.0,1,1,2,7,4,7,2,4,8,3.0,3,서울만남의광장휴게소 부산방향,5.0
남,30.0,2,2,2,4,2,2,4,4,1,1.0,25,좋은아침페스츄리 양평점,5.0
여,30.0,1,4,4,5,3,4,7,1,8,1.0,3,화성행궁,2.0
여,30.0,1,1,1,1,1,1,1,4,6,2.0,1,시댁,4.0
남,30.0,5,5,6,4,5,5,5,2,3,1.0,3,남산서울타워,4.0
여,20.0,6,1,4,5,5,5,2,5,1,1.0,10,딸부자네불백,4.0
남,20.0,4,1,3,5,1,3,2,6,1,0.0,22,대전역,4.0
남,50.0,1,3,2,3,2,3,1,4,2,1.0,6,시흥오이도박물관,4.0
여,50.0,3,3,3,4,3,3,3,3,1,3.0,24,평택역,4.0
남,30.0,6,2,1,4,2,3,3,3,7,1.0,3,용산역,4.0
여,30.0,1,1,1,1,4,1,4,4,9,3.0,6,우정갈비,5.0
남,30.0,4,1,1,3,3,6,1,4,3,3.0,3,세종국악당,5.0
여,50.0,1,1,1,3,2,7,2,7,2,3.0,3,칠궁,4.0
남,30.0,3,2,5,3,2,2,6,3,3,5.0,24,안산대부광산퇴적암층,5.0
여,30.0,2,4,5,4,6,4,4,4,1,2.0,3,서울특별시 교육청과학전시관 남산분관,5.0
남,30.0,6,7,6,3,6,6,7,4,2,3.0,23,안다즈 서울강남 수영장,5.0
남,50.0,2,2,4,4,2,4,2,4,1,2.0,2,이마트트레이더스 스타필드고양점,4.0
여,20.0,6,3,4,5,5,3,6,6,5,1.0,1,더티트렁크,4.0
여,20.0,5,3,1,4,3,5,3,6,1,1.0,1,스타필드 코엑스몰,4.0
여,60.0,3,4,5,2,2,5,6,6,8,0.0,22,The 조은마트,4.0
여,60.0,3,3,3,1,1,6,2,2,2,1.0,3,수원만두,4.0
남,20.0,1,1,1,2,3,3,3,6,1,0.0,9,보야지투자라섬,5.0
여,30.0,3,2,3,6,4,3,7,1,8,0.0,6,부평현대더로프트오피스텔,4.0
여,30.0,2,1,3,2,2,2,6,6,1,1.0,3,황리단길,4.0
여,60.0,1,1,7,5,5,6,7,4,3,1.0,3,수원역,5.0
남,30.0,1,1,1,2,1,4,4,3,1,1.0,2,드로잉키즈,5.0
여,20.0,4,2,3,5,4,4,5,3,1,1.0,3,이치하치 행궁점,4.0
여,30.0,2,1,3,4,1,2,6,3,3,1.0,9,가평역 경춘선,5.0
여,20.0,2,1,1,1,6,4,6,2,1,1.0,1,CS에비뉴호텔,1.0
여,30.0,6,6,6,6,2,3,4,6,1,1.0,11,수안주유소,5.0
여,20.0,4,6,2,3,4,4,2,2,2,0.0,3,롯데백화점 인천점,3.0
여,50.0,2,6,2,4,4,4,6,3,1,2.0,3,서울역,5.0
남,40.0,4,2,1,2,4,4,1,3,8,5.0,3,꿀밥상,5.0
남,20.0,4,2,2,1,2,2,2,7,6,0.0,5,염창역 9호선,5.0
여,20.0,1,1,1,6,6,1,1,7,2,1.0,2,화성행궁,5.0
여,30.0,4,4,3,4,4,3,5,6,1,1.0,23,봉은사역 9호선,5.0
남,40.0,6,2,2,2,6,6,2,7,5,1.0,22,1059-3 Coffee House,5.0
여,20.0,4,3,5,3,1,3,3,2,3,1.0,23,스시아지 갤러리아 광교점,3.0
여,30.0,4,3,4,3,3,4,4,2,1,0.0,2,후암편백 현대백화점 중동점,4.0
남,20.0,4,2,1,3,3,5,3,6,1,1.0,6,여의도한강공원,4.0
여,40.0,3,4,3,4,6,5,5,7,7,2.0,11,경기북부 야생동물구조관리센터,4.0
여,40.0,2,3,5,3,5,5,5,4,7,1.0,6,Gs편의점,5.0
여,40.0,2,4,1,4,2,2,3,5,1,0.0,3,수원화성박물관,4.0
여,20.0,6,1,1,4,5,7,5,6,3,1.0,3,벨라쿠키 안국,4.0
남,30.0,4,3,3,2,2,3,6,4,6,1.0,27,의공고 벽화조명,4.0
여,20.0,5,1,1,2,4,1,7,7,1,1.0,7,와이키키,5.0
남,20.0,2,2,3,2,3,3,6,5,3,1.0,2,에버랜드,5.0
여,20.0,2,3,2,2,6,3,2,6,2,0.0,3,감고당길,5.0
여,30.0,4,4,4,4,4,5,7,3,2,3.0,10,동묘시장,5.0
남,20.0,1,1,1,4,4,5,2,6,2,0.0,8,트리캠핑장,5.0
여,40.0,5,3,2,1,2,5,6,7,8,0.0,12,보영만두 북문본점,4.0
여,30.0,7,4,1,1,2,7,2,7,1,0.0,10,서울한방진흥센터,5.0
여,30.0,2,4,3,4,2,3,3,6,1,1.0,1,옛맛시골집,5.0
여,30.0,3,2,2,3,3,4,5,4,3,2.0,2,곤지암리조트,5.0
남,40.0,2,2,3,2,3,6,3,6,3,3.0,2,골든튤립에버 용인호텔,1.0
여,30.0,4,2,4,2,4,6,5,4,7,1.0,10,하남어시장,5.0
여,30.0,5,2,2,3,6,6,6,3,1,4.0,23,청와옥 을지로3가 직영점,5.0
여,40.0,6,2,3,3,6,6,4,7,2,2.0,23,송도센트럴파크호텔,3.0
여,30.0,5,2,3,5,6,4,4,1,1,1.0,8,버틀러리 제이엘,5.0
남,30.0,2,2,2,3,5,4,6,5,3,2.0,1,현대프리미엄아울렛 김포점,1.0
여,20.0,4,2,2,6,6,5,2,6,7,3.0,9,들꽃가든,5.0
여,30.0,4,1,1,7,4,4,1,4,5,1.0,1,현대프리미엄아울렛 스페이스원,5.0
여,30.0,2,3,1,2,2,1,1,6,3,1.0,2,디오르펜션,3.0
여,20.0,2,2,1,3,3,2,6,5,1,1.0,22,호수정감,5.0
남,30.0,2,1,2,5,6,2,2,6,8,1.0,6,트윈캐슬오피스텔,5.0
여,30.0,4,5,3,3,3,5,5,5,3,2.0,1,매드포갈릭 롯데시네마월드타워점,4.0
남,20.0,6,4,2,4,5,6,4,3,7,1.0,22,푸줏간뒷고기,4.0
남,30.0,3,2,2,3,4,6,2,6,9,1.0,2,에버랜드 오리엔탈누들레스토랑,3.0
남,30.0,3,1,1,4,3,4,1,5,8,0.0,3,해밀호텔,5.0
남,30.0,4,2,2,3,5,3,5,5,3,1.0,4,인천차이나타운,4.0
여,40.0,2,5,5,2,2,5,5,3,3,3.0,2,서울랜드,5.0
여,20.0,2,2,2,6,6,2,7,7,7,0.0,1,오실장 강남면옥 금촌점,4.0
여,30.0,1,1,1,4,6,1,7,6,1,1.0,2,양평곤충박물관,5.0
여,50.0,1,7,1,4,7,4,3,7,3,1.0,6,세라비한옥카페,4.0
여,20.0,2,1,6,5,2,6,6,6,1,1.0,5,일산호수공원,3.0
여,20.0,4,3,3,4,5,4,6,5,8,0.0,3,화성행궁,4.0
남,40.0,1,1,4,4,4,5,2,6,3,3.0,4,홍익대학교,1.0
남,20.0,1,2,2,5,6,4,5,7,7,0.0,9,하늘공원,5.0
여,40.0,1,1,1,2,4,2,3,4,2,5.0,2,재인폭포,4.0
남,20.0,6,2,2,4,3,5,3,5,3,1.0,4,EFC high end pc cafe,5.0
여,20.0,5,2,1,1,3,7,5,6,7,0.0,3,할머니네집,5.0
여,20.0,2,2,1,1,3,2,3,7,1,0.0,2,노량진컵밥거리,4.0
남,20.0,2,1,1,5,6,6,2,3,1,0.0,28,용문천년시장,4.0
남,30.0,4,4,6,4,3,4,4,3,2,0.0,1,롯데프리미엄아울렛 파주점,4.0
여,30.0,3,2,3,6,4,3,7,1,8,0.0,6,인천차이나타운,5.0
여,20.0,4,1,1,6,4,5,2,7,5,1.0,6,코엑스,5.0
남,20.0,2,2,3,5,2,5,2,6,7,0.0,6,CU 파주이채점,3.0
여,20.0,3,2,2,2,2,6,6,6,3,2.0,3,센터마크호텔,5.0
여,20.0,1,1,1,5,5,7,1,7,2,2.0,3,하루필름 수원행궁2호점,5.0
남,40.0,2,2,6,5,5,5,4,5,5,0.0,1,서울고속버스터미널(경부),4.0
남,20.0,4,2,2,5,2,2,1,6,6,0.0,7,따봉브라질,4.0
여,20.0,5,2,1,3,4,5,5,1,3,1.0,3,군산역,4.0
여,30.0,5,3,2,3,6,6,1,7,3,1.0,22,페어링하우스,5.0
남,60.0,1,4,4,3,1,2,7,3,2,3.0,3,투썸플레이스 서울대점,5.0
여,20.0,2,4,4,5,4,1,6,2,7,0.0,6,광명동굴,4.0
여,20.0,5,3,1,3,7,4,1,7,4,0.0,1,경복궁,5.0
남,20.0,6,6,6,5,5,2,2,6,10,1.0,2,말똥도넛 파주점,4.0
남,40.0,2,2,2,3,4,4,2,3,8,6.0,3,커피빈 혜화역점,3.0
여,30.0,2,4,5,4,6,4,4,4,1,2.0,3,남산공원 N서울타워,5.0
남,20.0,3,2,1,7,5,4,2,7,7,0.0,2,할리스 평촌점,5.0
여,20.0,2,2,2,2,2,5,2,6,1,1.0,1,심학산둘레길,4.0
남,30.0,1,1,1,1,1,1,7,2,3,1.0,1,국대오리 고촌점,4.0
남,30.0,6,3,3,2,5,4,2,4,1,0.0,1,이마트 포천점,3.0
여,30.0,4,1,6,1,5,6,2,7,1,0.0,1,현대프리미엄아울렛 스페이스원,5.0
여,30.0,2,4,3,5,6,6,7,4,3,3.0,4,효원공원 월화원,5.0
남,50.0,2,4,4,4,4,4,5,4,2,2.0,3,국립유명산자연휴양림,5.0
여,30.0,2,3,1,2,2,1,1,6,3,1.0,2,LX22베이커리카페,4.0
남,20.0,6,5,2,5,6,5,5,5,2,3.0,21,카페마당,2.0
남,30.0,7,1,3,1,4,4,5,3,2,0.0,23,송도센트럴파크호텔,5.0
여,20.0,3,1,2,2,4,3,3,7,5,1.0,22,공도시외버스정류장,3.0
여,50.0,4,2,4,1,2,6,5,3,2,1.0,3,웨스틴조선 서울지점,5.0
